Timestamp,Pod1,Pod2,Pod3,Pod4,Pod5,Pod6,Pod7,Pod8
2025-05-16 14:04:22.580,0,-1,-2,-4,8,-6,-3,-5
2025-05-16 14:04:22.593,0,-1,-2,-4,8,-6,-3,-5
2025-05-16 14:04:22.607,-1,1,5,4,-9,-7,-19,-1
2025-05-16 14:04:22.621,1,0,-4,-12,-2,25,17,4
2025-05-16 14:04:22.635,1,0,-4,-12,-2,25,17,4
2025-05-16 14:04:22.649,1,0,-4,-12,-2,25,17,4
2025-05-16 14:04:22.663,1,0,-4,-12,-2,25,17,4
2025-05-16 14:04:22.678,3,1,2,5,-5,-11,-34,-5
2025-05-16 14:04:22.695,-3,-2,1,9,-3,3,6,7
2025-05-16 14:04:22.708,9,3,0,3,-5,6,28,11
2025-05-16 14:04:22.720,9,3,0,3,-5,6,28,11
2025-05-16 14:04:22.733,-5,-4,-2,-3,-3,5,10,-8
2025-05-16 14:04:22.747,-5,-4,-2,-3,-3,5,10,-8
2025-05-16 14:04:22.764,-5,-4,-2,-3,-3,5,10,-8
2025-05-16 14:04:22.779,-5,-4,-2,-3,-3,5,10,-8
2025-05-16 14:04:22.793,-2,-2,-1,-6,-3,-2,-9,2
2025-05-16 14:04:22.808,-5,-4,-3,-4,-3,-6,9,-4
2025-05-16 14:04:22.821,-5,-4,-3,-4,-3,-6,9,-4
2025-05-16 14:04:22.835,-5,-4,-3,-4,-3,-6,9,-4
2025-05-16 14:04:22.849,-5,-4,-3,-4,-3,-6,9,-4
2025-05-16 14:04:22.863,5,1,-1,2,-1,0,-9,6
2025-05-16 14:04:22.877,5,1,-1,2,-1,0,-9,6
2025-05-16 14:04:22.891,5,1,-1,2,-1,0,-9,6
2025-05-16 14:04:22.904,-3,1,-1,-3,-3,0,4,-8
2025-05-16 14:04:22.919,-3,1,-1,-3,-3,0,4,-8
2025-05-16 14:04:22.933,1,-3,-2,0,-1,-2,-5,-3
2025-05-16 14:04:22.946,-1,0,-1,2,-1,-3,6,1
2025-05-16 14:04:22.961,-2,-1,-1,2,-2,-6,-12,-4
2025-05-16 14:04:22.973,-1,-2,-3,0,0,-2,9,-1
2025-05-16 14:04:22.988,0,-1,-1,3,-1,-7,19,0
2025-05-16 14:04:23.003,-2,-3,0,1,0,-12,-19,-3
2025-05-16 14:04:23.015,-2,-3,0,1,0,-12,-19,-3
2025-05-16 14:04:23.030,-2,-3,-3,-3,0,2,6,-1
2025-05-16 14:04:23.056,0,-1,0,-2,-3,-3,-11,-1
2025-05-16 14:04:23.070,-2,-2,-4,-5,0,6,4,-3
2025-05-16 14:04:23.081,1,2,1,-4,0,-4,-20,0
2025-05-16 14:04:23.095,-2,-2,-1,4,-1,1,4,-2
2025-05-16 14:04:23.107,-2,-2,-1,4,-1,1,4,-2
2025-05-16 14:04:23.127,-2,-2,-1,4,-1,1,4,-2
2025-05-16 14:04:23.136,-2,-2,-1,4,-1,1,4,-2
2025-05-16 14:04:23.150,-3,-4,-5,-1,0,0,-11,-3
2025-05-16 14:04:23.162,-3,-2,-1,-5,1,-2,0,-2
2025-05-16 14:04:23.176,1,2,3,7,-4,-13,-17,-3
2025-05-16 14:04:23.190,-1,-2,-3,3,1,7,9,3
2025-05-16 14:04:23.205,-1,-3,-3,-6,-2,-4,1,0
2025-05-16 14:04:23.218,-2,-1,-4,-13,-2,0,-4,-1
2025-05-16 14:04:23.232,-2,-1,-4,-13,-2,0,-4,-1
2025-05-16 14:04:23.258,0,-1,1,2,-2,-4,2,-2
2025-05-16 14:04:23.268,-2,-1,-3,-2,-1,-2,-11,-2
2025-05-16 14:04:23.281,-1,-1,-5,-7,-2,3,16,2
2025-05-16 14:04:23.293,-1,-2,-4,7,0,-1,-10,1
2025-05-16 14:04:23.307,-1,-2,-4,7,0,-1,-10,1
2025-05-16 14:04:23.320,0,-2,2,-4,-2,-3,-3,-2
2025-05-16 14:04:23.333,0,-2,2,-4,-2,-3,-3,-2
2025-05-16 14:04:23.348,-2,-1,1,-3,-1,1,-1,-6
